sample,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
111,17,20,17,31,31,35,29,37,24,36,22,25,26,15,30,25,11,18,13,10,11,13,16,17,8,5,7,9,4,6,4,4,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,6,10,36,31,32,41,34,25,32,25,27,34,27,24,17,16,19,17,16,11,14,15,12,12,6,7,5,7,5,3,6,2,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,14,19,30,39,30,31,37,24,26,23,23,18,24,28,25,24,22,11,20,19,8,18,13,9,9,6,5,5,3,2,6,1,2,1,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
114,9,20,27,38,19,30,35,35,36,32,21,31,17,29,25,20,15,14,12,21,15,10,8,16,9,8,5,5,5,2,3,4,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,14,24,24,29,40,28,25,30,30,24,26,24,26,24,20,19,18,16,15,15,13,10,11,20,6,11,5,6,5,5,4,3,3,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,8,23,29,32,32,34,43,31,21,28,28,22,21,23,20,15,21,23,11,18,14,9,8,18,8,10,3,2,6,4,4,4,3,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,12,18,33,29,36,28,27,33,30,28,21,30,19,27,24,26,14,24,15,16,11,9,11,6,5,9,8,8,7,3,4,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,15,17,34,29,38,27,25,29,28,32,27,25,29,26,26,16,15,19,17,15,14,11,10,8,10,5,6,11,3,3,4,0,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,6,31,30,21,32,25,38,33,27,30,39,32,16,17,31,21,19,14,12,12,18,17,11,9,8,6,2,4,2,1,3,2,2,4,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,16,26,34,23,29,34,24,27,33,31,38,17,25,19,16,23,21,18,14,18,14,8,11,6,13,10,3,2,5,7,5,4,0,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,12,26,24,22,41,29,39,26,31,31,25,27,23,22,22,18,17,17,16,17,12,20,7,10,9,6,4,3,3,6,8,1,2,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
