k1,k2,stat,lb,ub,pval
34,21,-0.001658,-0.005328,0.006071,0.26875
34,22,0.002384,-0.003644,0.005609,0.7605
34,23,0.000766,-0.007118,0.005361,0.68
34,24,0.000823,-0.003421,0.004459,0.65325
34,25,-0.007184,-0.00166,0.006728,0.0
34,26,-0.006419,-0.001783,0.004621,0.0
34,27,-0.003869,-0.001645,0.0113,0.00575
34,28,-0.005067,-0.003095,0.010996,0.00575
34,29,-0.00077,0.001093,0.016039,0.00475
34,30,0.001908,-0.001994,0.013447,0.16875
34,31,0.000212,-0.002324,0.013381,0.07575
34,32,0.00393,0.000969,0.014581,0.15325
34,33,0.012129,0.001839,0.01736,0.76075
35,0,-0.010995,-0.008218,0.011735,0.00475
35,1,-0.005634,-0.006318,0.011032,0.035
35,2,-0.006114,-0.006204,0.012562,0.02375
35,3,0.000274,-0.009145,0.01117,0.383
35,4,-0.001548,-0.005857,0.006092,0.26075
35,5,-0.005287,-0.006482,0.012854,0.046
35,6,-0.007415,-0.006771,0.012323,0.0215
35,7,-0.003934,-0.004725,0.005851,0.0475
35,8,0.000469,-0.008288,0.011444,0.44175
35,9,0.003108,-0.009212,0.012137,0.62225
35,10,-0.005876,-0.008904,0.013314,0.089
35,11,0.00866,-0.006373,0.009141,0.96575
35,12,0.006244,-0.005775,0.008111,0.92975
35,13,0.005004,-0.004528,0.005521,0.95775
35,14,0.004284,-0.012268,0.018224,0.6485
35,15,-0.000605,-0.008102,0.010663,0.4085
35,16,-0.002489,-0.010241,0.01283,0.302
35,17,-0.004029,-0.009534,0.010074,0.1875
35,18,0.013082,-0.006653,0.008427,0.9985
35,19,0.010257,-0.005292,0.00688,0.9975
35,20,-0.003196,-0.00717,0.012814,0.12875
35,21,0.001117,-0.005925,0.009511,0.49025
35,22,0.000285,-0.005472,0.00665,0.51875
35,23,-0.001283,-0.007009,0.010109,0.25825
35,24,0.000178,-0.004823,0.005663,0.48575
35,25,-0.009989,-0.003381,0.013639,0.00075
35,26,-0.005257,-0.003243,0.011008,0.009
35,27,-0.001908,-0.005887,0.016089,0.10825
35,28,-0.001126,-0.00581,0.016244,0.1455
35,29,-0.001237,-0.003584,0.017456,0.054
35,30,-0.001536,-0.0055,0.011946,0.14975
35,31,0.025756,-0.004713,0.015154,0.99975
35,32,-0.010062,-0.003911,0.01784,0.00125
35,33,-0.00556,-0.004247,0.015702,0.01075
35,34,-0.003313,-0.004422,0.010018,0.04475
36,0,-0.017297,-0.006206,0.015878,0.0
36,1,-0.008534,-0.006043,0.01409,0.00875
36,2,-0.011442,-0.005143,0.016405,0.0005
36,3,-0.000996,-0.00879,0.013124,0.29775
36,4,0.002441,-0.005424,0.007725,0.68975
36,5,-0.008491,-0.006524,0.015954,0.009
36,6,-0.011682,-0.006573,0.014831,0.00125
36,7,-0.0046,-0.005079,0.005555,0.03875
36,8,-0.004058,-0.010031,0.011946,0.1625
36,9,-0.002882,-0.008513,0.014476,0.18575
36,10,-0.00934,-0.008765,0.01615,0.02725
36,11,0.007847,-0.005887,0.010978,0.90125
36,12,0.006553,-0.004856,0.009332,0.89525
36,13,0.004233,-0.004435,0.006727,0.8705
36,14,0.008367,-0.012717,0.021916,0.754
36,15,-0.00031,-0.008508,0.011939,0.37125
36,16,-0.002546,-0.010156,0.014288,0.271
36,17,-0.004298,-0.011394,0.010331,0.217
36,18,0.016688,-0.006333,0.010552,0.9995
36,19,0.010953,-0.005821,0.00793,0.99625
36,20,-0.005301,-0.0059,0.016318,0.0385
36,21,0.000398,-0.006295,0.010489,0.383
36,22,-0.000116,-0.00687,0.006087,0.5595
36,23,0.001775,-0.006533,0.011871,0.4185
36,24,0.003789,-0.005251,0.005719,0.8955
